frame,tracker_id,class_name,x_canon,y_canon,num_detecciones,area_pixeles
10798,,,,,0,
10799,-1.0,orange ball,14.625,217.125,1,456.5
10800,,,,,0,
10801,,,,,0,
10802,,,,,0,
10803,,,,,0,
10804,,,,,0,
10805,,,,,0,
10806,-1.0,orange ball,49.375,195.0,1,756.5
10807,-1.0,orange ball,50.625,192.375,1,645.0
10808,-1.0,orange ball,51.625,190.5,1,567.0
10809,-1.0,orange ball,52.0,189.25,1,490.0
10810,-1.0,orange ball,52.25,188.125,1,393.5
10811,-1.0,orange ball,52.25,186.5,1,423.0
10812,-1.0,orange ball,52.375,185.5,1,403.0
10813,-1.0,orange ball,52.125,185.125,1,353.5
10814,-1.0,orange ball,51.875,185.25,1,140.5
10815,-1.0,orange ball,51.875,185.25,1,103.5
10816,-1.0,orange ball,51.875,185.25,1,130.5
10817,,,,,0,
10818,-1.0,orange ball,52.125,185.25,1,103.5
10819,,,,,0,
10820,-1.0,orange ball,52.0,187.0,2,128.0
10820,-1.0,orange ball,52.0,184.375,2,77.5
10821,-1.0,orange ball,52.5,185.875,1,145.0
10822,-1.0,orange ball,51.625,185.75,1,426.0
10823,,,,,0,
10824,-1.0,orange ball,51.625,186.0,1,350.0
10825,-1.0,orange ball,51.75,186.0,1,661.5
10826,-1.0,orange ball,51.75,186.0,1,665.0
10827,-1.0,orange ball,51.75,186.0,1,343.0
10828,-1.0,orange ball,51.75,186.0,1,368.5
10829,-1.0,orange ball,51.875,186.0,1,213.0
10830,-1.0,orange ball,51.875,186.0,1,260.0
10831,-1.0,orange ball,51.75,186.0,1,659.5
10832,-1.0,orange ball,51.75,186.0,1,670.5
10833,-1.0,orange ball,51.75,186.125,1,359.0
10834,-1.0,orange ball,51.75,186.0,1,671.5
10835,-1.0,orange ball,51.75,186.0,1,364.0
10836,-1.0,orange ball,51.75,186.0,1,675.0
10837,-1.0,orange ball,51.75,186.0,1,678.0
10838,-1.0,orange ball,51.75,186.0,1,682.0
10839,-1.0,orange ball,51.75,186.0,1,678.0
10840,-1.0,orange ball,51.75,186.0,1,678.5
10841,-1.0,orange ball,51.75,186.0,1,680.5
10842,-1.0,orange ball,51.75,186.0,1,676.0
10843,-1.0,orange ball,51.75,186.0,1,674.5
10844,-1.0,orange ball,51.75,186.0,1,670.5
10845,-1.0,orange ball,51.75,186.0,1,675.5
10846,-1.0,orange ball,51.75,186.0,1,325.5
10847,-1.0,orange ball,51.75,186.0,1,323.5
10848,-1.0,orange ball,51.75,186.0,1,323.5
10849,-1.0,orange ball,51.75,186.0,1,316.5
10850,-1.0,orange ball,51.75,186.0,1,330.5
10851,-1.0,orange ball,51.75,186.25,1,249.5
10852,-1.0,orange ball,51.75,186.0,1,247.5
10853,-1.0,orange ball,51.75,186.0,1,258.0
10854,-1.0,orange ball,51.75,186.0,1,260.0
10855,-1.0,orange ball,51.75,186.0,1,264.0
10856,-1.0,orange ball,51.75,186.0,1,672.5
10857,-1.0,orange ball,51.75,186.0,1,254.0
10858,-1.0,orange ball,51.75,186.0,1,239.0
10859,-1.0,orange ball,51.75,186.0,1,371.0
10860,-1.0,orange ball,51.75,186.0,1,177.5
10861,-1.0,orange ball,51.75,186.0,1,351.0
10862,,,,,0,
10863,-1.0,orange ball,51.625,186.0,1,239.5
10864,-1.0,orange ball,51.75,186.0,1,358.5
10865,-1.0,orange ball,51.75,186.0,1,272.5
10866,-1.0,orange ball,51.75,186.0,1,684.5
10867,-1.0,orange ball,51.75,186.0,1,678.5
10868,-1.0,orange ball,51.75,186.0,1,362.5
10869,-1.0,orange ball,51.75,186.0,1,362.0
10870,-1.0,orange ball,51.75,186.0,1,670.5
10871,-1.0,orange ball,51.75,186.0,1,675.0
10872,-1.0,orange ball,51.75,186.0,1,674.0
10873,-1.0,orange ball,51.75,186.0,1,674.0
10874,-1.0,orange ball,51.75,186.0,1,330.0
10875,-1.0,orange ball,51.75,186.0,1,665.5
10876,-1.0,orange ball,51.75,186.0,1,677.0
10877,-1.0,orange ball,51.75,186.0,1,664.5
10878,-1.0,orange ball,51.75,186.0,1,667.5
10879,-1.0,orange ball,138.0,273.875,3,174.0
10879,-1.0,orange ball,116.375,243.25,3,62.5
10879,-1.0,orange ball,51.75,186.0,3,668.0
10880,-1.0,orange ball,51.75,186.0,1,670.0
10881,-1.0,orange ball,117.75,232.0,2,160.5
10881,-1.0,orange ball,51.75,186.0,2,673.5
10882,-1.0,orange ball,51.75,186.0,1,674.5
10883,-1.0,orange ball,51.75,186.0,1,665.5
10884,-1.0,orange ball,51.75,186.0,1,332.0
10885,-1.0,orange ball,51.75,186.0,1,332.5
10886,-1.0,orange ball,51.75,186.0,1,316.5
10887,-1.0,orange ball,51.75,186.0,1,665.5
10888,-1.0,orange ball,51.75,186.125,1,317.5
10889,-1.0,orange ball,51.5,186.125,1,237.5
10890,-1.0,orange ball,51.5,186.125,1,231.0
10891,-1.0,orange ball,51.5,186.125,1,274.0
10892,-1.0,orange ball,51.5,186.125,1,642.0
10893,,,,,0,
10894,,,,,0,
10895,,,,,0,
10896,-1.0,orange ball,51.5,186.125,1,626.0
10897,-1.0,orange ball,51.5,186.125,1,412.0
10898,-1.0,orange ball,143.875,228.5,2,293.5
10898,-1.0,orange ball,51.5,186.125,2,122.5
10899,-1.0,orange ball,145.125,226.5,2,162.5
10899,-1.0,orange ball,52.375,186.25,2,106.5
10900,-1.0,orange ball,51.5,186.125,1,319.0
10901,-1.0,orange ball,51.5,186.125,1,328.5
10902,-1.0,orange ball,51.5,186.125,1,251.5
10903,-1.0,orange ball,51.5,186.125,1,640.5
10904,-1.0,orange ball,51.5,186.125,1,314.0
10905,-1.0,orange ball,51.5,186.125,1,351.5
10906,-1.0,orange ball,51.5,186.125,1,348.0
10907,-1.0,orange ball,51.625,186.0,1,652.0
10908,-1.0,orange ball,51.625,186.0,1,371.0
10909,-1.0,orange ball,51.625,186.0,1,383.5
10910,-1.0,orange ball,51.625,186.0,1,377.0
10911,-1.0,orange ball,51.625,186.0,1,373.0
10912,-1.0,orange ball,51.625,186.0,1,374.5
10913,-1.0,orange ball,51.625,186.0,1,376.5
10914,-1.0,orange ball,51.625,186.0,1,374.0
10915,-1.0,orange ball,51.625,186.0,1,368.5
10916,-1.0,orange ball,51.625,186.0,1,380.5
10917,-1.0,orange ball,51.75,186.0,1,666.5
10918,-1.0,orange ball,51.75,186.0,1,671.5
10919,-1.0,orange ball,51.625,186.0,1,669.5
10920,-1.0,orange ball,50.5,186.0,1,63.0
10921,-1.0,orange ball,52.25,187.375,2,84.0
10921,-1.0,orange ball,50.5,186.0,2,61.0
10922,-1.0,orange ball,52.25,187.375,2,84.0
10922,-1.0,orange ball,122.25,194.75,2,66.5
10923,-1.0,orange ball,52.25,187.375,2,83.0
10923,-1.0,orange ball,122.875,194.875,2,70.0
10924,-1.0,orange ball,52.25,187.125,2,94.0
10924,-1.0,orange ball,50.5,186.0,2,60.5
10925,-1.0,orange ball,52.25,187.375,2,86.5
10925,-1.0,orange ball,123.375,194.5,2,74.0
10926,-1.0,orange ball,51.5,186.125,2,187.0
10926,-1.0,orange ball,124.0,193.5,2,81.5
10927,-1.0,orange ball,51.5,186.125,1,342.0
10928,-1.0,orange ball,51.5,186.125,1,189.5
10929,-1.0,orange ball,51.5,186.125,1,341.0
10930,-1.0,orange ball,51.375,187.0,1,229.5
10931,-1.0,orange ball,51.75,186.125,1,356.0
10932,-1.0,orange ball,51.625,186.0,1,647.0
10933,-1.0,orange ball,51.5,186.125,1,342.5
10934,-1.0,orange ball,51.625,186.0,1,372.5
10935,-1.0,orange ball,51.75,186.0,1,664.0
10936,-1.0,orange ball,162.375,225.125,2,62.5
10936,-1.0,orange ball,51.75,186.0,2,661.5
10937,-1.0,orange ball,51.625,186.0,1,369.0
10938,-1.0,orange ball,51.625,186.0,1,373.0
10939,-1.0,orange ball,51.625,186.0,1,371.0
10940,-1.0,orange ball,51.625,186.0,1,370.5
10941,-1.0,orange ball,51.625,186.0,1,668.0
10942,-1.0,orange ball,51.75,186.0,1,672.0
10943,-1.0,orange ball,51.75,186.0,1,259.0
10944,-1.0,orange ball,51.625,186.0,1,254.5
10945,-1.0,orange ball,51.75,186.0,1,662.0
10946,-1.0,orange ball,179.0,253.5,2,71.5
10946,-1.0,orange ball,51.625,186.0,2,663.0
10947,-1.0,orange ball,51.75,186.0,1,667.5
10948,-1.0,orange ball,51.75,186.0,1,667.5
10949,-1.0,orange ball,51.375,187.0,1,124.0
10950,-1.0,orange ball,51.375,187.0,1,124.0
10951,-1.0,orange ball,51.75,186.0,1,670.5
10952,-1.0,orange ball,51.75,186.0,1,670.5
10953,-1.0,orange ball,51.75,186.0,1,673.5
10954,-1.0,orange ball,51.75,186.0,1,660.5
10955,-1.0,orange ball,51.75,186.0,1,666.5
10956,-1.0,orange ball,51.75,186.0,1,662.5
10957,-1.0,orange ball,51.75,186.0,1,671.0
10958,-1.0,orange ball,51.75,186.0,1,675.0
10959,-1.0,orange ball,51.75,186.0,1,673.0
10960,-1.0,orange ball,51.75,186.0,1,672.0
10961,-1.0,orange ball,51.75,186.0,1,259.5
10962,-1.0,orange ball,51.75,186.0,1,288.0
10963,-1.0,orange ball,51.75,186.0,1,670.0
10964,-1.0,orange ball,51.75,186.0,1,672.0
10965,-1.0,orange ball,51.75,186.0,1,306.5
10966,-1.0,orange ball,51.75,186.0,1,375.5
10967,-1.0,orange ball,51.75,186.0,1,676.0
10968,-1.0,orange ball,51.75,186.0,1,305.5
10969,-1.0,orange ball,51.75,186.0,1,678.5
10970,-1.0,orange ball,51.75,186.0,1,674.5
10971,-1.0,orange ball,51.75,186.0,1,678.5
10972,-1.0,orange ball,51.75,186.0,1,229.0
10973,-1.0,orange ball,51.75,186.0,1,236.5
10974,-1.0,orange ball,51.75,186.0,1,249.0
10975,-1.0,orange ball,51.75,186.0,1,678.5
10976,-1.0,orange ball,51.75,186.0,1,676.0
10977,-1.0,orange ball,51.75,186.0,1,651.5
10978,-1.0,orange ball,51.75,186.0,1,677.5
10979,-1.0,orange ball,51.75,186.0,1,684.0
10980,-1.0,orange ball,51.75,186.0,1,681.0
10981,-1.0,orange ball,51.75,186.0,1,675.0
10982,-1.0,orange ball,51.75,186.0,1,672.0
10983,-1.0,orange ball,51.75,186.0,1,236.5
10984,-1.0,orange ball,51.75,186.0,1,323.0
10985,-1.0,orange ball,51.75,186.0,1,279.5
10986,-1.0,orange ball,51.875,186.0,1,133.0
10987,-1.0,orange ball,51.75,186.0,1,662.5
10988,-1.0,orange ball,51.875,186.0,1,649.0
10989,-1.0,orange ball,51.75,186.0,1,362.5
10990,-1.0,orange ball,51.75,186.0,1,667.0
10991,-1.0,orange ball,51.75,186.0,1,665.0
10992,-1.0,orange ball,51.75,186.125,1,376.5
10993,-1.0,orange ball,51.75,186.125,1,377.0
10994,-1.0,orange ball,51.75,186.125,1,381.0
10995,-1.0,orange ball,51.75,186.125,1,362.5
10996,-1.0,orange ball,51.875,186.125,1,358.0
10997,-1.0,orange ball,51.875,186.125,1,335.5
10998,-1.0,orange ball,51.875,186.0,1,64.0
10999,,,,,0,
11000,,,,,0,
11001,-1.0,orange ball,113.75,271.625,1,170.5
11002,-1.0,orange ball,109.75,264.75,2,132.0
11002,-1.0,orange ball,51.875,186.0,2,64.0
11003,-1.0,orange ball,51.875,186.0,1,648.5
11004,-1.0,orange ball,51.875,186.25,1,260.0
11005,-1.0,orange ball,51.875,186.25,1,230.5
11006,-1.0,orange ball,51.875,186.25,1,152.5
11007,-1.0,orange ball,105.0,258.25,3,99.5
11007,-1.0,orange ball,105.0,247.375,3,303.0
11007,-1.0,orange ball,51.875,186.375,3,145.0
11008,-1.0,orange ball,105.75,246.5,2,80.5
11008,-1.0,orange ball,51.875,186.375,2,669.5
11009,-1.0,orange ball,106.0,253.375,2,72.5
11009,-1.0,orange ball,51.875,186.375,2,675.5
11010,-1.0,orange ball,51.875,186.375,1,663.0
11011,-1.0,orange ball,51.875,186.375,1,665.0
11012,-1.0,orange ball,51.875,186.375,1,667.0
11013,-1.0,orange ball,51.875,186.375,1,672.0
11014,-1.0,orange ball,51.875,186.375,1,666.0
11015,-1.0,orange ball,51.875,186.375,1,660.0
11016,-1.0,orange ball,51.875,186.125,1,645.0
11017,-1.0,orange ball,51.875,186.125,1,229.0
11018,-1.0,orange ball,51.875,186.125,1,237.0
11019,-1.0,orange ball,51.875,186.0,1,662.0
11020,-1.0,orange ball,51.875,186.0,1,273.5
11021,-1.0,orange ball,51.875,185.875,1,277.5
11022,-1.0,orange ball,51.875,185.875,1,340.5
11023,-1.0,orange ball,51.75,187.0,1,135.0
11024,-1.0,orange ball,52.25,185.875,1,247.0
11025,-1.0,orange ball,52.25,185.75,1,640.0
11026,-1.0,orange ball,52.25,185.75,1,664.0
11027,-1.0,orange ball,52.25,185.75,1,246.5
11028,-1.0,orange ball,52.25,185.75,1,229.5
11029,-1.0,orange ball,52.25,185.75,1,262.5
11030,-1.0,orange ball,52.25,185.75,1,163.5
11031,-1.0,orange ball,52.25,185.75,1,64.0
11032,,,,,0,
11033,-1.0,orange ball,52.25,186.0,1,231.0
11034,-1.0,orange ball,52.125,186.625,1,130.5
11035,,,,,0,
11036,-1.0,orange ball,51.875,186.125,1,237.5
11037,-1.0,orange ball,51.875,186.25,1,227.0
11038,,,,,0,
11039,,,,,0,
11040,,,,,0,
11041,,,,,0,
11042,-1.0,orange ball,51.5,186.25,1,130.0
11043,-1.0,orange ball,51.5,186.125,1,230.5
11044,-1.0,orange ball,51.5,186.125,1,272.5
11045,-1.0,orange ball,51.5,186.125,1,251.0
11046,-1.0,orange ball,51.5,186.25,1,226.0
11047,-1.0,orange ball,51.625,186.0,1,254.5
11048,-1.0,orange ball,51.625,186.0,1,259.0
11049,-1.0,orange ball,51.625,186.0,1,246.5
11050,-1.0,orange ball,51.625,186.0,1,252.0
11051,-1.0,orange ball,51.75,186.0,1,660.5
11052,-1.0,orange ball,51.75,186.0,1,656.5
11053,-1.0,orange ball,51.75,186.0,1,243.5
11054,-1.0,orange ball,51.75,186.0,1,254.0
11055,-1.0,orange ball,51.875,186.0,1,219.5
11056,-1.0,orange ball,51.875,186.0,1,177.5
11057,-1.0,orange ball,51.875,186.0,1,639.5
11058,,,,,0,
11059,-1.0,orange ball,51.875,186.125,1,347.0
11060,,,,,0,
11061,-1.0,orange ball,51.75,186.125,1,238.0
11062,-1.0,orange ball,51.75,186.125,1,255.0
11063,-1.0,orange ball,51.75,186.25,1,668.0
11064,-1.0,orange ball,51.75,186.25,1,662.0
11065,,,,,0,
11066,,,,,0,
11067,-1.0,orange ball,51.5,186.125,1,234.0
11068,,,,,0,
11069,-1.0,orange ball,51.5,186.125,1,237.5
11070,-1.0,orange ball,51.625,186.0,1,264.0
11071,-1.0,orange ball,51.625,186.0,1,265.5
11072,-1.0,orange ball,51.75,186.0,1,669.0
11073,-1.0,orange ball,51.75,186.0,1,673.0
11074,-1.0,orange ball,51.75,186.0,1,275.5
11075,-1.0,orange ball,51.75,186.0,1,310.0
11076,-1.0,orange ball,51.625,186.75,1,276.0
11077,-1.0,orange ball,51.625,186.625,1,289.5
11078,-1.0,orange ball,51.625,186.75,1,278.5
11079,-1.0,orange ball,51.625,186.5,1,236.0
11080,-1.0,orange ball,51.75,186.25,1,271.5
11081,-1.0,orange ball,51.75,186.0,1,299.0
11082,-1.0,orange ball,51.75,186.0,1,313.5
11083,-1.0,orange ball,51.75,186.0,1,277.5
11084,-1.0,orange ball,51.75,186.0,1,658.5
11085,-1.0,orange ball,51.75,186.0,1,657.0
11086,-1.0,orange ball,51.75,186.0,1,253.5
11087,-1.0,orange ball,51.75,186.0,1,674.0
11088,-1.0,orange ball,51.75,186.0,1,254.5
11089,-1.0,orange ball,51.75,186.0,1,264.5
11090,-1.0,orange ball,51.75,186.0,1,671.5
11091,-1.0,orange ball,51.75,186.0,1,669.0
11092,-1.0,orange ball,51.75,186.0,1,255.0
11093,-1.0,orange ball,51.75,186.0,1,668.0
11094,-1.0,orange ball,51.75,186.0,1,679.5
11095,-1.0,orange ball,51.75,186.0,1,680.5
11096,-1.0,orange ball,51.75,186.0,1,677.5
11097,-1.0,orange ball,51.75,186.0,1,260.0
11098,-1.0,orange ball,51.75,186.0,1,233.5
11099,-1.0,orange ball,51.75,186.0,1,218.0
11100,-1.0,orange ball,51.75,186.0,1,222.0
11101,-1.0,orange ball,51.75,186.125,1,260.5
11102,-1.0,orange ball,51.75,186.125,1,290.0
11103,,,,,0,
11104,,,,,0,
11105,,,,,0,
11106,,,,,0,
11107,,,,,0,
11108,,,,,0,
11109,,,,,0,
11110,,,,,0,
11111,-1.0,orange ball,51.75,186.125,1,219.5
11112,,,,,0,
11113,,,,,0,
11114,-1.0,orange ball,51.75,186.0,1,62.5
11115,-1.0,orange ball,51.75,186.0,1,675.5
11116,-1.0,orange ball,51.75,186.0,1,683.0
11117,-1.0,orange ball,51.75,186.0,1,235.5
11118,-1.0,orange ball,51.75,186.0,1,282.0
11119,-1.0,orange ball,51.75,186.0,1,677.5
11120,-1.0,orange ball,51.75,186.0,1,678.5
11121,-1.0,orange ball,51.75,186.0,1,672.0
11122,-1.0,orange ball,51.75,186.0,1,257.0
11123,-1.0,orange ball,51.75,186.0,1,670.5
11124,-1.0,orange ball,51.75,186.0,1,673.0
11125,-1.0,orange ball,51.75,186.0,1,667.5
11126,-1.0,orange ball,51.75,186.0,1,672.0
11127,-1.0,orange ball,51.75,186.0,1,668.5
11128,-1.0,orange ball,51.75,186.0,1,677.0
11129,-1.0,orange ball,51.75,186.0,1,674.5
11130,-1.0,orange ball,51.75,186.0,1,676.5
11131,-1.0,orange ball,51.75,186.0,1,676.5
11132,-1.0,orange ball,51.75,186.0,1,674.5
11133,-1.0,orange ball,51.75,186.0,1,674.5
11134,-1.0,orange ball,51.75,186.0,1,258.5
11135,-1.0,orange ball,51.75,186.0,1,249.5
11136,-1.0,orange ball,51.75,186.0,1,248.0
11137,-1.0,orange ball,51.75,186.0,1,251.0
11138,-1.0,orange ball,51.75,186.0,1,209.5
11139,-1.0,orange ball,51.75,186.0,1,682.5
11140,-1.0,orange ball,51.75,186.25,1,296.0
11141,-1.0,orange ball,51.625,186.5,1,194.0
11142,-1.0,orange ball,51.75,186.0,1,232.0
11143,-1.0,orange ball,51.75,186.0,1,226.0
11144,-1.0,orange ball,51.75,186.0,1,223.0
11145,-1.0,orange ball,51.75,186.0,1,164.5
11146,-1.0,orange ball,51.75,186.0,1,149.5
11147,-1.0,orange ball,51.75,186.0,1,180.5
11148,-1.0,orange ball,51.75,186.0,1,681.5
11149,-1.0,orange ball,51.75,186.0,1,687.5
11150,-1.0,orange ball,51.75,186.0,1,682.5
11151,-1.0,orange ball,51.75,186.0,1,688.5
11152,-1.0,orange ball,51.75,186.0,1,666.5
11153,-1.0,orange ball,51.75,186.0,1,253.0
11154,-1.0,orange ball,51.75,186.0,1,278.0
11155,-1.0,orange ball,51.75,186.0,1,674.0
11156,-1.0,orange ball,51.75,186.0,1,672.5
11157,-1.0,orange ball,51.75,186.0,1,672.0
11158,-1.0,orange ball,51.75,186.0,1,263.0
11159,-1.0,orange ball,51.75,186.0,1,263.5
11160,-1.0,orange ball,51.75,186.0,1,261.0
11161,-1.0,orange ball,51.75,186.0,1,267.0
11162,-1.0,orange ball,51.75,186.0,1,678.5
11163,-1.0,orange ball,51.75,186.0,1,680.0
11164,-1.0,orange ball,51.75,186.0,1,679.0
11165,-1.0,orange ball,51.75,186.0,1,279.0
11166,-1.0,orange ball,51.5,186.125,1,156.0
11167,-1.0,orange ball,51.75,186.0,1,253.0
11168,-1.0,orange ball,51.75,186.0,1,264.0
11169,-1.0,orange ball,51.625,186.625,1,234.0
11170,-1.0,orange ball,51.75,186.0,1,254.5
11171,-1.0,orange ball,51.75,186.0,1,246.5
11172,-1.0,orange ball,51.75,186.0,1,243.0
11173,-1.0,orange ball,51.75,186.0,1,680.5
11174,-1.0,orange ball,51.75,186.0,1,669.5
11175,-1.0,orange ball,51.75,186.0,1,672.0
11176,-1.0,orange ball,51.75,186.0,1,668.5
11177,-1.0,orange ball,51.75,186.0,1,667.0
11178,-1.0,orange ball,51.75,186.0,1,668.5
11179,-1.0,orange ball,51.75,186.0,1,268.0
11180,-1.0,orange ball,51.75,186.0,1,671.5
11181,-1.0,orange ball,51.75,186.0,1,680.5
11182,-1.0,orange ball,51.75,186.0,1,674.0
11183,-1.0,orange ball,51.75,186.0,1,668.0
11184,-1.0,orange ball,51.75,186.0,1,671.0
11185,-1.0,orange ball,51.75,186.0,1,679.5
11186,-1.0,orange ball,51.75,186.0,1,680.5
11187,-1.0,orange ball,51.75,186.0,1,313.0
11188,-1.0,orange ball,51.75,186.0,1,292.0
11189,-1.0,orange ball,51.75,186.25,1,230.5
11190,-1.0,orange ball,51.75,186.0,1,673.0
11191,-1.0,orange ball,51.75,186.0,1,258.5
11192,-1.0,orange ball,51.75,186.0,1,249.5
11193,-1.0,orange ball,51.75,186.0,1,319.5
11194,-1.0,orange ball,51.75,186.0,1,670.5
11195,-1.0,orange ball,51.75,186.0,1,667.0
11196,-1.0,orange ball,51.75,186.0,1,666.0
11197,-1.0,orange ball,51.75,186.0,1,225.5
11198,-1.0,orange ball,51.75,186.0,1,678.5
11199,-1.0,orange ball,51.75,186.0,1,677.0
11200,-1.0,orange ball,51.75,186.0,1,676.5
11201,-1.0,orange ball,51.75,186.0,1,670.0
11202,-1.0,orange ball,51.75,186.0,1,668.0
11203,-1.0,orange ball,51.75,186.0,1,673.5
11204,-1.0,orange ball,51.75,186.0,1,675.5
11205,-1.0,orange ball,51.75,186.0,1,264.5
11206,-1.0,orange ball,51.75,186.0,1,674.5
11207,-1.0,orange ball,51.75,186.0,1,676.0
11208,-1.0,orange ball,51.75,186.0,1,677.0
11209,-1.0,orange ball,51.75,186.0,1,283.5
11210,-1.0,orange ball,51.75,186.0,1,368.0
11211,-1.0,orange ball,51.75,186.0,1,677.5
11212,-1.0,orange ball,51.75,186.0,1,671.5
11213,-1.0,orange ball,51.75,186.0,1,359.0
11214,-1.0,orange ball,51.75,186.0,1,315.0
11215,-1.0,orange ball,51.75,186.0,1,670.0
11216,-1.0,orange ball,51.75,186.0,1,671.5
11217,-1.0,orange ball,51.75,186.0,1,671.5
11218,-1.0,orange ball,51.75,186.0,1,675.0
11219,-1.0,orange ball,51.75,186.0,1,666.0
11220,-1.0,orange ball,51.75,186.0,1,664.5
11221,-1.0,orange ball,51.75,186.0,1,670.5
11222,-1.0,orange ball,51.75,186.0,1,673.5
11223,-1.0,orange ball,51.75,186.0,1,672.0
11224,-1.0,orange ball,51.75,186.0,1,676.0
11225,-1.0,orange ball,51.75,186.0,1,674.0
11226,-1.0,orange ball,51.75,186.0,1,671.0
11227,-1.0,orange ball,51.75,186.0,1,673.5
11228,-1.0,orange ball,51.75,186.0,1,668.5
11229,-1.0,orange ball,51.75,186.0,1,678.5
11230,-1.0,orange ball,51.75,186.0,1,673.5
11231,-1.0,orange ball,51.75,186.0,1,675.0
11232,-1.0,orange ball,51.75,186.0,1,675.0
11233,-1.0,orange ball,51.75,186.0,1,269.5
11234,-1.0,orange ball,51.75,186.0,1,260.5
11235,-1.0,orange ball,51.75,186.0,1,263.5
11236,-1.0,orange ball,51.75,186.0,1,255.5
11237,-1.0,orange ball,51.75,186.0,1,679.5
11238,-1.0,orange ball,51.75,186.0,1,353.0
11239,-1.0,orange ball,51.75,186.0,1,676.5
11240,-1.0,orange ball,51.75,186.0,1,260.0
11241,-1.0,orange ball,51.75,186.0,1,682.5
11242,-1.0,orange ball,51.75,186.0,1,678.5
11243,-1.0,orange ball,51.75,186.0,1,679.0
11244,-1.0,orange ball,51.75,186.0,1,269.5
11245,-1.0,orange ball,51.75,186.0,1,681.5
11246,-1.0,orange ball,51.75,186.0,1,262.5
11247,-1.0,orange ball,51.75,186.0,1,272.5
11248,-1.0,orange ball,51.75,186.0,1,681.5
11249,-1.0,orange ball,51.75,186.0,1,270.0
11250,-1.0,orange ball,51.75,186.0,1,251.0
11251,-1.0,orange ball,51.75,186.0,1,249.0
11252,-1.0,orange ball,51.75,186.0,1,675.5
11253,-1.0,orange ball,51.75,186.0,1,677.5
11254,-1.0,orange ball,51.75,186.0,1,676.5
11255,-1.0,orange ball,51.75,186.0,1,678.5
11256,-1.0,orange ball,51.75,186.0,1,679.5
11257,-1.0,orange ball,51.75,186.0,1,265.5
11258,-1.0,orange ball,51.75,186.0,1,248.0
11259,-1.0,orange ball,51.75,186.0,1,258.5
11260,-1.0,orange ball,51.75,186.0,1,672.5
11261,-1.0,orange ball,51.75,186.0,1,279.0
11262,-1.0,orange ball,51.75,186.25,1,265.5
11263,-1.0,orange ball,51.75,186.0,1,286.0
11264,-1.0,orange ball,51.75,186.0,1,674.5
11265,-1.0,orange ball,51.75,186.0,1,254.5
11266,-1.0,orange ball,51.75,186.0,1,258.5
11267,-1.0,orange ball,51.75,186.0,1,677.0
11268,-1.0,orange ball,51.75,186.0,1,670.5
11269,-1.0,orange ball,51.75,186.0,1,662.0
11270,-1.0,orange ball,51.75,186.0,1,660.5
11271,-1.0,orange ball,51.75,186.0,1,671.0
11272,-1.0,orange ball,51.75,186.0,1,675.5
11273,-1.0,orange ball,51.75,186.0,1,671.0
11274,-1.0,orange ball,51.75,186.0,1,666.0
11275,,,,,0,
11276,-1.0,orange ball,51.75,186.125,1,257.5
11277,-1.0,orange ball,51.75,186.0,1,338.5
11278,-1.0,orange ball,51.75,186.0,1,676.5
11279,-1.0,orange ball,51.75,186.0,1,676.5
11280,-1.0,orange ball,51.75,186.0,1,677.5
11281,-1.0,orange ball,51.75,186.0,1,672.5
11282,-1.0,orange ball,51.75,186.0,1,671.5
11283,-1.0,orange ball,51.75,186.0,1,677.5
11284,-1.0,orange ball,51.75,186.0,1,677.5
11285,-1.0,orange ball,51.75,186.0,1,283.5
11286,-1.0,orange ball,51.75,186.0,1,281.5
11287,-1.0,orange ball,51.75,186.0,1,266.0
11288,-1.0,orange ball,51.625,186.625,1,243.0
11289,-1.0,orange ball,51.75,186.0,1,261.5
11290,-1.0,orange ball,51.75,186.0,1,671.5
11291,-1.0,orange ball,51.75,186.0,1,673.5
11292,-1.0,orange ball,51.75,186.0,1,672.5
11293,-1.0,orange ball,51.75,186.0,1,278.5
11294,-1.0,orange ball,51.75,186.0,1,262.5
11295,-1.0,orange ball,51.625,186.75,1,242.0
11296,-1.0,orange ball,51.75,186.0,1,281.0
11297,-1.0,orange ball,67.25,-4.625,1,69.0
11298,-1.0,orange ball,59.25,-3.75,2,64.5
11298,-1.0,orange ball,66.375,-2.5,2,270.0
11299,-1.0,orange ball,58.125,-1.0,2,128.5
11299,-1.0,orange ball,64.0,0.0,2,351.5
11300,-1.0,orange ball,51.75,186.0,2,66.5
11300,-1.0,orange ball,57.625,3.0,2,67.0
11301,-1.0,orange ball,51.75,186.0,2,672.5
11301,-1.0,orange ball,62.625,0.25,2,125.5
11302,,,,,0,
11303,-1.0,orange ball,51.75,186.25,1,133.5
11304,-1.0,orange ball,51.75,186.0,3,670.5
11304,-1.0,orange ball,59.375,7.0,3,73.0
11304,-1.0,orange ball,61.5,-3.375,3,95.5
11305,-1.0,orange ball,51.75,186.0,3,674.0
11305,-1.0,orange ball,59.25,6.875,3,62.0
11305,-1.0,orange ball,60.25,1.25,3,80.5
11306,-1.0,orange ball,51.75,186.0,2,670.0
11306,-1.0,orange ball,59.25,1.875,2,255.5
11307,-1.0,orange ball,51.75,186.0,2,272.0
11307,-1.0,orange ball,62.625,-0.625,2,562.0
11308,-1.0,orange ball,51.75,186.0,2,671.5
11308,-1.0,orange ball,62.625,-0.25,2,361.5
